state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases
KS,,,state,2020-03-16,Order Freezing Utility Shut Offs,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
KY,,,state,2020-05-11,Mandate Face Mask Use By All Individuals In Public Spaces,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
WV,,,state,2020-03-17,Allow Expand Medicaid Telehealth Coverage,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
WV,,,state,2020-03-16,Childcare (K-12),start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MN,,,state,2020-04-16,Allow Audio Only Telehealth,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
MI,Iron,26071,county,2020-07-31,Entertainment,start,"Policy_Details: Region 8 indoor cinemas, convention centers, performance spaces, meeting halls, sports arenas, and theaters open at 25% capacity or 250 people (whichever is smaller); outdoor concert spaces, race tracks, sports arenas, and stadiums open at 25% capacity or 500 people (whichever is smaller)    Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",
CO,Pitkin County,08097,county,2020-03-23,Shelter in Place,start,Pitkin County Policy Start,wikidata,
ND,McIntosh,38051,county,2020-09-03,Phase 5,start,"Policy_Details: - Most normal activity can resume, with standard precautions and awareness of health
guidelines such as routine hand washing, stay home when sick, cover your cough, education, stockpiling, planning, routine health alerts, etc. 
- Monitoring for illness and outbreaks will continue. 
- Those found to be ill will be asked to self-isolate and contacts will be asked to remain at home.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
HI,,,state,2020-06-10,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
OR,,,state,2020-03-25,Day Care,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
AZ,,,state,2020-03-25,Allow Audio Only Telehealth,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
TX,Matagorda County,48321,county,2020-04-02,Shelter in Place,start,Matagorda County Policy Start,wikidata,
IL,Clinton,17027,county,2020-08-18,Non-Essential Businesses,start,Policy_Details: remote work for as many workers as possible: businesses and establishments shall institute remote work for high-risk individuals and shall evaluate whether additional workers can telework   Source information: https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-51.aspx,sip_submission_form: https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-51.aspx,
MS,Sunflower,28133,county,2020-07-13,Outdoor and Recreation,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
Face Coverings required both indoors and outdoors when 6 ft distance not possible when attending public events such as outdoor sports complexes and arenas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
CA,Alameda,06001,county,2020-05-18,Personal Care,start,"Policy_Details: Personal Care: closed
 Phase Level: 1, Phase Details Source information: http://www.acphd.org/media/577582/alameda-county-health-officer-order-20-11-english.pdf",sip_submission_form: http://www.acphd.org/media/577582/alameda-county-health-officer-order-20-11-english.pdf,
MD,,,state,2020-03-23,Non-Essential Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
MO,Jefferson County,29099,county,2020-03-24,Shelter in Place,start,Jefferson County Policy Start,wikidata,
OR,Douglas,41019,county,2020-06-05,New Phase,start,"Policy_Details: Subject to public health guidelines, physical distancing, gathering size limits, and sanitization guidelines, this includes: recreational sports; pools; venues like movie theaters, bowling alleys, and arcades; some additional in-office work; bars and restaurants able to stay open until midnight; social, civic, and faith-based gatherings can meet in larger, physically-distanced groups. Phase Level: 2, Phase Details Source information: https://govstatus.egov.com/reopening-oregon#phase2",sip_submission_form: https://govstatus.egov.com/reopening-oregon#phase2,3
ND,LaMoure,38045,county,2020-09-03,Food and Drink,start,"Policy_Details: - Operate under heightened hygiene and cleaning standards.
- Resume to normal capacity and operations.
- Monitor employees for symptoms.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
ID,,,state,2020-03-13,State of Emergency,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
PA,Forest County,42053,county,2020-03-31,Shelter in Place,start,Forest County Policy Start,wikidata,
OH,,,state,2020-03-26,Day Care,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
TN,,,state,2020-03-19,Allow Audio Only Telehealth,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
ND,Wells,38103,county,2020-09-03,Outdoor and Recreation,start,"Policy_Details: - Operate under heightened hygiene & cleaning standards.
- Monitor employees for symptoms.
- Large groups allowed such as festivals and sporting events. 
- Mass gatherings are permitted when following proper safety guidance and procedures.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
DC,,,state,2020-03-11,State of Emergency,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
GA,Carroll County,13045,county,2020-03-24,Shelter in Place,start,Carroll County Policy Start,wikidata,
ME,Kennebec,23011,county,2020-05-11,Non-Essential Businesses,start,"Policy_Details: Rural Reopening : all retail businesses open  Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
NE,Keya Paha,31103,county,2020-04-01,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
PA,Centre County,42027,county,2020-03-28,Shelter in Place,start,Centre County Policy Start,wikidata,
ND,Stark,38089,county,2020-09-03,Non-Essential Businesses,start,"Policy_Details: Personal Services (i.e. Salon, Tattoo)
- Personal care services may consider opening.
- Operate under strict hygiene protocols.
- No food and beverage should be served.
- Masks and social distancing required.
Retail
- Employers exercise extreme caution, with employees working remotely when possible. 
- On-site work pre-screen and monitor employees for symptoms. 
- Masks and social distancing required.

   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
NE,Saunders,31155,county,2020-03-25,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
TX,Stonewall County,48433,county,2020-03-28,Shelter in Place,start,Stonewall County Policy Start,wikidata,
TX,El Paso County,48141,county,2020-03-24,Shelter in Place,start,El Paso County Policy Start,wikidata,
VA,,,state,2020-03-25,Suspended Elective Medical Dental Procedures,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
NM,,,state,2020-03-24,Shelter in Place,start,"Stay at home, effective March 24 at 8 a.m. Addressing questions about whether she was issuing a shelter-in-place order, Gov. Michelle Lujan Grisham said that “the tantamount effect of what we’re doing is basically the same.” She added: “This is quite frankly an instruction to stay home.”",manual,
ND,,,state,2020-03-16,Childcare (K-12),start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
IN,,,state,2020-03-20,Childcare (K-12),start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
PA,Montgomery,42091,county,2020-06-26,Phase 2,start,"Policy_Details: Montgomery County is moving into the green phase on June 26 Phase Level: 2, Phase Details Source information: https://www.governor.pa.gov/newsroom/reopening-phase-orders-updated-to-include-12-additional-counties-moving-to-green-on-june-26/",sip_submission_form: https://www.governor.pa.gov/newsroom/reopening-phase-orders-updated-to-include-12-additional-counties-moving-to-green-on-june-26/,
TN,,,state,2020-03-20,Childcare (K-12),start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MI,Manistee,26101,county,2020-07-31,Entertainment,start,"Policy_Details: Region 6 indoor cinemas, convention centers, performance spaces, meeting halls, sports arenas, and theaters open at 25% capacity or 250 people (whichever is smaller); outdoor concert spaces, race tracks, sports arenas, and stadiums open at 25% capacity or 500 people (whichever is smaller)    Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",
FL,Palm Beach County,12099,county,2020-03-30,Shelter in Place,start,Palm Beach County Policy Start,wikidata,
MS,Hinds,28049,county,2020-07-13,Manufacturing,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
PA,Schuylkill,42107,county,2020-06-19,Phase 2,start,"Policy_Details: Schuylkill County enters the green phase on June 19  Phase Level: 2, Phase Details Source information: https://www.governor.pa.gov/newsroom/gov-wolf-eight-more-counties-going-green-on-june-19/",sip_submission_form: https://www.governor.pa.gov/newsroom/gov-wolf-eight-more-counties-going-green-on-june-19/,
MO,St. Louis County,29189,county,2020-03-23,Shelter in Place,start,St. Louis County Policy Start,wikidata,
MS,Madison,28089,county,2020-07-13,Food and Drink,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Retail Businesses should also in addition provide employees with face coverings (when they have contact with public, and these to be cleaned/replaced daily), customers must wear face coverings, hand sanitizer must be provided, 6 ft separation must be kept whenever possible, and sanitation of carts/baskets and high touch areas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
CT,,,state,2020-04-10,Renter Grace Period Or Use Of Security Deposit To Pay Rent,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
PR,,,state,2020-03-15,Shelter in Place,start,State Policy Start,wikidata,
ME,Oxford,23017,county,2020-05-18,Food and Drink,start,"Policy_Details: Rural Reopening : restaurants open for indoor & outdoor dining Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
GA,Fulton,13121,county,2020-04-01,Entertainment,start,Policy_Details: Source provides information on both the Fulton County stay at home order that started on April 1 and the Georgia stay at home order. Both are now expired. Fulton county is aligned with Georgia for reopening.   Source information: https://www.fultoncountyga.gov/covid-19,sip_submission_form: https://www.fultoncountyga.gov/covid-19,
MI,Chippewa,26033,county,2020-07-31,Entertainment,start,"Policy_Details: Region 8 indoor cinemas, convention centers, performance spaces, meeting halls, sports arenas, and theaters open at 25% capacity or 250 people (whichever is smaller); outdoor concert spaces, race tracks, sports arenas, and stadiums open at 25% capacity or 500 people (whichever is smaller)    Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",
MI,Leelanau,26089,county,2020-07-31,Entertainment,start,"Policy_Details: Region 6 indoor cinemas, convention centers, performance spaces, meeting halls, sports arenas, and theaters open at 25% capacity or 250 people (whichever is smaller); outdoor concert spaces, race tracks, sports arenas, and stadiums open at 25% capacity or 500 people (whichever is smaller)    Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",
MT,,,state,2020-03-12,State of Emergency,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
MS,Yalobusha,28161,county,2020-07-25,Phase 3,start,"Policy_Details: Six additional counties were identified as hotspots within MS, adding the following counties to the county-specific executive order with tighter social distancing measures to help limit transmission (tighter restrictions than rest of state under ""phase"" 3, although phases not used to describe reopening in MS). 
Paragraph I of Executive Order 1509 is amended to add Calhoun, Holmes, Lamar, Montgomery, Winston and Yalobusha Counties. For these counties, the statewide Safe Return instituted in Executive Order 1492 as amended and extended by Executive Orders 1496, 1500, 1505, and 1508 shall remain in full force and effect as issued until 8:00 a.m. on Monday, August 3, 2020, subject to the additional limitations and restricts contained in Executive Order 1509.    Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1512.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1512.pdf,
OH,Hamilton,39061,county,2020-07-23,Public Health Advisory System,start,"Policy_Details: counties continuing at Red Alert Level 3 must limit gatherings of any number, consider necessary travel only, and decrease in-person interactions 
   Source information: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20",sip_submission_form: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20,
TX,Bexar,48029,county,2020-05-19,Entertainment,start,"Policy_Details: On Tuesday, May 19, Bexar County Judge Nelson Wolff issued Executive Order NW-08 to supplement the existing Stay Home, Work Safe measures. These additional measures will take effect as of 12:01 a.m. on May 19 and continue through June 4, 2020 unless extended, modified or terminated early by the County Judge, and is consistent with Texas Governor Greg Abbott’s executive order and mandates issued by the City of San Antonio.   Source information: https://www.bexar.org/3234/COVID-19",sip_submission_form: https://www.bexar.org/3234/COVID-19,
OH,Delaware,39041,county,2020-07-17,Mask Requirement,start,Policy_Details: new counties upgraded to Red Alert Level 3 mandated to wear masks in public    Source information: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/19-red-alert-level-three-counties,sip_submission_form: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/19-red-alert-level-three-counties,
MS,,,state,2020-03-19,Suspended Elective Medical Dental Procedures,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MT,,,state,2020-03-20,Food and Drink,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
ND,Foster,38031,county,2020-09-03,Phase 5,start,"Policy_Details: - Most normal activity can resume, with standard precautions and awareness of health
guidelines such as routine hand washing, stay home when sick, cover your cough, education, stockpiling, planning, routine health alerts, etc. 
- Monitoring for illness and outbreaks will continue. 
- Those found to be ill will be asked to self-isolate and contacts will be asked to remain at home.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
FL,Miami-Dade,12086,county,2020-07-03,Outdoor and Recreation,start,"Policy_Details: Emergency Order 25 by County Mayor: Commencing at 12:01 a.m., Friday, July 3, 2020 and extending through 11:59 p.m., Monday, July 6, 2020 all public and private beaches shall be closed.
Additionally, no parades shall be allowed during this time period. Municipal firework shows may take place during this time period but only in strict compliance with the social distancing and facial covering requirements of Emergency Order 10-20 and Emergency Order 21-20, as amended. Per Emergency Order 21-20, parks must close by 8 p.m.   Source information: https://www.miamidade.gov/information/library/coronavirus-emergency-order-25-20.pdf",sip_submission_form: https://www.miamidade.gov/information/library/coronavirus-emergency-order-25-20.pdf,
ND,Renville,38075,county,2020-09-03,Phase 5,start,"Policy_Details: - Most normal activity can resume, with standard precautions and awareness of health
guidelines such as routine hand washing, stay home when sick, cover your cough, education, stockpiling, planning, routine health alerts, etc. 
- Monitoring for illness and outbreaks will continue. 
- Those found to be ill will be asked to self-isolate and contacts will be asked to remain at home.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
PA,Bucks,42017,county,2020-06-26,Phase 2,start,"Policy_Details: Bucks County is moving to the green phase on June 26 Phase Level: 2, Phase Details Source information: https://www.governor.pa.gov/newsroom/reopening-phase-orders-updated-to-include-12-additional-counties-moving-to-green-on-june-26/",sip_submission_form: https://www.governor.pa.gov/newsroom/reopening-phase-orders-updated-to-include-12-additional-counties-moving-to-green-on-june-26/,
NY,,,state,2020-04-17,Mandate Face Mask Use By All Individuals In Public Spaces,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open",BU COVID-19 State Policy Database,
NE,Richardson,31147,county,2020-04-03,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
VT,,,state,2020-03-13,State of Emergency,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
CT,,,state,2020-04-10,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
OH,Butler,39017,county,2020-07-08,Mask Requirement,start,"Policy_Details: face coverings required in any indoor location that is not a residence; when outdoors and unable to consistently maintain a distance of 6 ft. from individuals who are not members of the same household; or while waiting for, riding, driving, or operating public transportation, taxi, private car service, or ride-sharing vehicle    Source information: https://coronavirus.ohio.gov/static/publicorders/Directors-Order-Facial-Coverings.pdf",sip_submission_form: https://coronavirus.ohio.gov/static/publicorders/Directors-Order-Facial-Coverings.pdf,
ME,Waldo,23027,county,2020-05-11,Non-Essential Businesses,start,"Policy_Details: Rural Reopening : all retail businesses open  Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
WA,,,state,2020-05-04,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
IL,Washington,17189,county,2020-08-18,Entertainment,start,"Policy_Details: meetings & social events are limited to 25 people or 25% room capacity (attendance lists must be kept for contact tracing, party buses are prohibited); gaming venues and casinos are limited to 25% capacity and must close at 11:00 pm.    Source information: https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-51.aspx",sip_submission_form: https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-51.aspx,
MA,,,state,2020-03-24,Shelter in Place,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
RI,,,state,2020-03-25,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
PA,,,state,2020-03-18,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
TN,,,state,2020-03-31,Order Freezing Utility Shut Offs,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MI,Houghton,26061,county,2020-07-31,Outdoor and Recreation,start,"Policy_Details:  indoor swimming pools, arcades, bowling alleys, and climbing facilities in Region 8 open at 25% capacity or 250 people (whichever is smaller)   Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",
ND,Stark,38089,county,2020-09-03,Food and Drink,start,"Policy_Details: - Curbside pickup, takeout, and delivery options preferable.
- Dine-in service limited to 50% of normal seating capacity with extreme caution.
- Pre-screen and monitor employees for symptoms.
- No more than 10 people per table.
- Masks and social distancing required.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
ME,Kennebec,23011,county,2020-05-18,Outdoor and Recreation,start,"Policy_Details: Rural Reopening :  wilderness campsites & sporting camps open  Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
KS,,,state,2020-03-24,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
ND,Mercer,38057,county,2020-09-03,Phase 5,start,"Policy_Details: - Most normal activity can resume, with standard precautions and awareness of health
guidelines such as routine hand washing, stay home when sick, cover your cough, education, stockpiling, planning, routine health alerts, etc. 
- Monitoring for illness and outbreaks will continue. 
- Those found to be ill will be asked to self-isolate and contacts will be asked to remain at home.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
OH,,,state,2020-03-17,Gyms,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
ME,Somerset,23025,county,2020-05-18,Outdoor and Recreation,start,"Policy_Details: Rural Reopening :  wilderness campsites & sporting camps open  Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
UT,,,state,2020-03-16,Childcare (K-12),start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
WI,,,state,2020-03-17,Allow Audio Only Telehealth,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
ND,Pierce,38069,county,2020-09-03,Non-Essential Businesses,start,"Policy_Details: Personal Services (i.e. Salon, Tattoo) & Retail
- Operate under heightened hygiene and cleaning standards.
- Monitor employees for symptoms.
- Resume to normal capacity of foodservice operations while continuing to follow new protocols.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
MD,,,state,2020-03-16,Order Freezing Utility Shut Offs,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
NY,,,state,2020-03-16,Gyms,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open",BU COVID-19 State Policy Database,
NE,Howard,31093,county,2020-04-03,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
CA,Humboldt County,06023,county,2020-03-20,Shelter in Place,start,Humboldt County Policy Start,wikidata,
CA,Napa County,06055,county,2020-03-20,Shelter in Place,start,Napa County Policy Start,wikidata,
ME,York,23031,county,2020-07-08,Mask Requirement,start,"Policy_Details: face coverings mandatory in retail stores over 50,000 sq. ft., eating establishments, bars, tasting rooms, and lodging accommodations   Source information: https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20Strengthening%20the%20Use%20of%20Face%20Coverings.pdf",sip_submission_form: https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20Strengthening%20the%20Use%20of%20Face%20Coverings.pdf,
ND,Mercer,38057,county,2020-09-03,Outdoor and Recreation,start,"Policy_Details: - Operate under heightened hygiene & cleaning standards.
- Monitor employees for symptoms.
- Large groups allowed such as festivals and sporting events. 
- Mass gatherings are permitted when following proper safety guidance and procedures.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
HI,,,state,2020-03-04,State of Emergency,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
GA,,,state,2020-04-03,Gyms,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
WV,,,state,2020-04-01,Suspended Elective Medical Dental Procedures,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
ID,Bear Lake,16007,county,2020-06-13,Food and Drink,start,"Policy_Details: Occupancy limit that maintains physical distancing with table spacing. Employ disinfection measures like cleaning high contact surfaces, no pre set tableware, and cleaning delivery vehicles. Monitor employ health. Maximize options that allow takeout and delivery. Establish hours for high risk patrons. Increase ventilation in restaurant setting.   Source information: https://rebound.idaho.gov/wp-content/uploads/stage4-protocols-restaurants.pdf",sip_submission_form: https://rebound.idaho.gov/wp-content/uploads/stage4-protocols-restaurants.pdf,4
